"ULTIMA ATUALIZACAO";"02/07/2022 02:01"
"ANO";"MES";"SENADOR";"TIPO_DESPESA";"CNPJ_CPF";"FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO";"COD_DOCUMENTO"
"2022";"3";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"XAWAVO";"12/03/2022";"Companhia Aérea: GOL, Localizador: XAWAVO. Passageiros: DANIEL DA CUNHA MESSIAS ROQUE (Matrícula 296603, COMISSIONADO), Voo: 1704 - BSB - CNF - 17/03/2022;";"1083,6";"2176535"
"2022";"3";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"QYG1UR";"12/03/2022";"Companhia Aérea: AZUL, Localizador: QYG1UR. Passageiros: DANIEL DA CUNHA MESSIAS ROQUE (Matrícula 296603, COMISSIONADO), Voo: 4126 - CNF - BSB - 14/03/2022;";"1128,47";"2176201"
"2022";"3";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"HIAZJE";"17/03/2022";"Companhia Aérea: GOL, Localizador: HIAZJE. Passageiros: DANIEL DA CUNHA MESSIAS ROQUE (Matrícula 296603, COMISSIONADO), Voo: 1707 - CNF- BSB - 22/03/2022;";"1032,82";"2176662"
"2022";"3";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"RI88SJ";"21/03/2022";"Companhia Aérea: AZUL, Localizador: RI88SJ. Passageiros: DANIEL DA CUNHA MESSIAS ROQUE (Matrícula 296603, COMISSIONADO), Voo: 5017 - BSB - CNF - 25/03/2022;";"1078,51";"2176835"
"2022";"3";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"WBUL2L";"27/03/2022";"Companhia Aérea: AZUL, Localizador: WBUL2L. Passageiros: DANIEL DA CUNHA MESSIAS ROQUE (Matrícula 296603, COMISSIONADO), Voo: 4673 - CNF - BSB - 31/03/2022;";"829,87";"2177351"
"2022";"3";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"DEIOTW";"27/03/2022";"Companhia Aérea: GOL, Localizador: DEIOTW. Passageiros: DANIEL DA CUNHA MESSIAS ROQUE (Matrícula 296603, COMISSIONADO), Voo: 1704 - BSB - CNF - 31/03/2022;";"1083,52";"2177352"
"2022";"3";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"BZUWSA";"27/03/2022";"Companhia Aérea: GOL, Localizador: BZUWSA. Passageiros: ALEXANDRE SILVEIRA DE OLIVEIRA (Matrícula 365005, PARLAMENTAR), Voo: 1315 - CNF - CGH - 28/03/2022;";"1113";"2177346"
"2022";"3";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"ENHPCN";"28/03/2022";"Companhia Aérea: GOL, Localizador: ENHPCN. Passageiros: ALEXANDRE SILVEIRA DE OLIVEIRA (Matrícula 365005, PARLAMENTAR), Voo: 1300 - CGH - CNF - 29/03/2022;";"2160,23";"2177347"
"2022";"3";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"FGKHCR";"29/03/2022";"Companhia Aérea: GOL, Localizador: FGKHCR. Passageiros: ALEXANDRE SILVEIRA DE OLIVEIRA (Matrícula 365005, PARLAMENTAR), Voo: 1701 - CNF - BSB - 30/03/2022;";"1084,19";"2177349"
"2022";"3";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"YDBKJG";"29/03/2022";"Companhia Aérea: GOL, Localizador: YDBKJG. Passageiros: HEMELINE LUCIA CAMATA SOARES (Matrícula 372848, COMISSIONADO), Voo: 1701 - CNF - BSB - 30/03/2022;";"1798,41";"2177348"
"2022";"4";"ALEXANDRE SILVEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"08.754.832/0001-05";"AeC CONSERVAÇÃO E LIMPEZA";"2022/115";"22/04/2022";"";"797";"2178982"
"2022";"4";"ALEXANDRE SILVEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"06.981.180/0001-16";"CEMIG DISTRIBUIÇÃO S.A";"076704955";"11/04/2022";"";"776,78";"2178330"
"2022";"4";"ALEXANDRE SILVEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0112-62";"CLARO S.A";"2205901732793";"04/05/2022";"";"421,79";"2179929"
"2022";"4";"ALEXANDRE SILVEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.589.016/0001-35";"GREENWICH EMPREENDIMENTOS LTDA";"";"05/04/2022";"";"2375,57";"2177628"
"2022";"4";"ALEXANDRE SILVEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.589.016/0001-35";"GREENWICH EMPREENDIMENTOS LTDA";"";"07/04/2022";"";"6300";"2178211"
"2022";"4";"ALEXANDRE SILVEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"18.715.383/0001-40";"PREFEITURA DE BH";"";"30/03/2022";"";"489,31";"2177607"
"2022";"4";"ALEXANDRE SILVEIRA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.003.939/0001-72";"COMPUMAKE LOCAÇÃO DE COMPUTADORES LTDA";"018513";"05/04/2022";"";"1925";"2178073"
"2022";"4";"ALEXANDRE SILVEIRA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"32.845.401/0001-39";"LOJA AZUL TELECOMUNICAÇÕES LTDA";"2022/22";"13/04/2022";"";"414";"2178295"
"2022";"4";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"41.405.527/0001-83";"LIDER DRIVE";"80-3/12";"04/02/2022";"";"2580";"2178041"
"2022";"4";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"20.093.167/0001-51";"POSTO ARAPONGA LTDA";"283035";"30/04/2022";"";"242,43";"2179974"
"2022";"4";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.233.495/0001-00";"POSTO LOURDES LTDA";"208803";"07/04/2022";"";"150";"2178044"
"2022";"4";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37.748.987/0001-37";"POSTO PARQUE BURITIS LTDA";"71820";"20/04/2022";"";"250";"2179972"
"2022";"4";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.631.418/0001-37";"POSTO RIEGERT LTDA";"95094";"02/04/2022";"";"200";"2177723"
"2022";"4";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37.842.300/0001-28";"POSTO SANTO INACIO DE LOYOLA LTDA";"97540";"05/04/2022";"";"250";"2178138"
"2022";"4";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"RSKCPH";"24/03/2022";"Companhia Aérea: GOL, Localizador: RSKCPH. Passageiros: HEMELINE LUCIA CAMATA SOARES (Matrícula 372848, COMISSIONADO), Voo: 1700 - BSB - CNF - 01/04/2022;";"1038,52";"2177734"
"2022";"4";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"DPSZAH";"24/03/2022";"Companhia Aérea: GOL, Localizador: DPSZAH. Passageiros: HEMELINE LUCIA CAMATA SOARES (Matrícula 372848, COMISSIONADO), Voo: 1705 - CNF - BSB - 04/04/2022;";"1039,19";"2177735"
"2022";"4";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"ZEHBBZ";"25/03/2022";"Companhia Aérea: GOL, Localizador: ZEHBBZ. Passageiros: HEMELINE LUCIA CAMATA SOARES (Matrícula 372848, COMISSIONADO), Voo: 1704 - BSB - CNF - 07/04/2022;";"1038,52";"2178034"
"2022";"4";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"LGWHNM";"05/04/2022";"Companhia Aérea: AZUL, Localizador: LGWHNM. Passageiros: ALEXANDRE SILVEIRA DE OLIVEIRA (Matrícula 365005, PARLAMENTAR), Voo: 2780 - CNF - BSB - 05/04/2022;";"1079,18";"2177747"
"2022";"4";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"GUOXYL";"07/04/2022";"Companhia Aérea: GOL, Localizador: GUOXYL. Passageiros: ALEXANDRE SILVEIRA DE OLIVEIRA (Matrícula 365005, PARLAMENTAR), Voo: 1704 - BSB - CNF - 07/04/2022;";"2913,43";"2178071"
"2022";"4";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"VTCQFY";"10/04/2022";"Companhia Aérea: GOL, Localizador: VTCQFY. Passageiros: HEMELINE LUCIA CAMATA SOARES (Matrícula 372848, COMISSIONADO), Voo: 1705 - CNF - BSB - 25/04/2022;";"1144,09";"2178741"
"2022";"5";"ALEXANDRE SILVEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"06.981.180/0001-16";"CEMIG DISTRIBUIÇÃO S.A";"078503043";"10/05/2022";"";"619,81";"2179994"
"2022";"5";"ALEXANDRE SILVEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.589.016/0001-35";"GREENWICH EMPREENDIMENTOS LTDA";"";"05/05/2022";"";"2382,14";"2179421"
"2022";"5";"ALEXANDRE SILVEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.589.016/0001-35";"GREENWICH EMPREENDIMENTOS LTDA";"";"10/05/2022";"";"6300";"2180447"
"2022";"5";"ALEXANDRE SILVEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"18.715.383/0001-40";"PREFEITURA DE BH";"";"03/05/2022";"";"489,31";"2179413"
"2022";"5";"ALEXANDRE SILVEIRA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.003.939/0001-72";"COMPUMAKE LOCAÇÃO DE COMPUTADORES LTDA";"2472";"04/05/2022";"";"380";"2180265"
"2022";"5";"ALEXANDRE SILVEIRA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.003.939/0001-72";"COMPUMAKE LOCAÇÃO DE COMPUTADORES LTDA";"018723";"04/05/2022";"";"1925";"2180254"
"2022";"5";"ALEXANDRE SILVEIRA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"32.845.401/0001-39";"LOJA AZUL TELECOMUNICAÇÕES LTDA";"2022/30";"12/05/2022";"";"804";"2180256"
"2022";"5";"ALEXANDRE SILVEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"08.754.832/0001-05";"AeC CONSERVAÇÃO E LIMPEZA";"2022 / 142";"23/05/2022";"";"797";"2180564"
"2022";"5";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09.967.852/0103-51";"HOTELARIA ACCOR BRASIL S/A";"2022/4760";"30/05/2022";"";"372,45";"2181000"
"2022";"5";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"41.405.527/0001-83";"LIDER DRIVE";"80-4/12";"04/02/2022";"";"2580";"2180137"
"2022";"5";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"20.093.167/0001-51";"POSTO ARAPONGA LTDA";"290422";"20/05/2022";"";"203,56";"2182514"
"2022";"5";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.725.460/0001-57";"POSTO CAPITAL LTDA";"136461";"07/05/2022";"";"180,05";"2182550"
"2022";"5";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.725.460/0001-57";"POSTO CAPITAL LTDA";"143769";"13/05/2022";"";"200";"2182546"
"2022";"5";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"20.828.299/0001-84";"POSTO GRAJAÚ LTDA";"170027";"10/05/2022";"";"250";"2182547"
"2022";"5";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"18.699.439/0002-09";"POSTO J A LTDA";"502630";"05/05/2022";"";"223,15";"2179964"
"2022";"5";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.898.537/0001-46";"POSTO NOVO BELVEDERE LTDA";"345130";"25/05/2022";"";"227,2";"2182533"
"2022";"5";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.631.418/0001-37";"POSTO RIEGERT LTDA";"98863";"02/05/2022";"";"309,56";"2179509"
"2022";"5";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"35.223.590/0001-04";"POSTO SERENA NORTE LTDA";"225073";"10/05/2022";"";"300,13";"2180251"
"2022";"5";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.738.100/0001-45";"POSTO SUPREMO LTDA";"767126";"27/05/2022";"";"200,01";"2182551"
"2022";"5";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"18.696.690/0001-20";"POSTO TEX KAR LTDA";"231767";"04/05/2022";"";"200";"2179962"
"2022";"5";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.981.287/0001-58";"POSTOS URBANO FERRAZ LTDA";"399378";"16/05/2022";"";"200";"2182549"
"2022";"5";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"XJCDUU";"13/04/2022";"Companhia Aérea: GOL, Localizador: XJCDUU. Passageiros: FERNANDA QUINA QUEIROZ (Matrícula 296664, COMISSIONADO), Voo: 1705 - CNF - BSB - 10/05/2022;";"590,39";"2179947"
"2022";"5";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"WTYIDY";"13/04/2022";"Companhia Aérea: GOL, Localizador: WTYIDY. Passageiros: FERNANDA QUINA QUEIROZ (Matrícula 296664, COMISSIONADO), Voo: 1704 - BSB - CNF - 17/05/2022;";"741,37";"2180245"
"2022";"5";"ALEXANDRE SILVEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"YGHASZ";"26/05/2022";"Companhia Aérea: LATAM, Localizador: YGHASZ. Passageiros: MAURICIO RENATO DE SOUZA (Matrícula 313091, COMISSIONADO), Voo: 3716 - BSB - CNF - 29/05/2022;";"1063,11";"2180997"
"2022";"6";"ALEXANDRE SILVEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"01.003.939/0001-72";"COMPUMAKE LOCAÇÃO DE COMPUTADORES LTDA";"018970";"06/06/2022";"";"1925";"2182123"
"2022";"6";"ALEXANDRE SILVEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.589.016/0001-35";"GREENWICH EMPREENDIMENTOS LTDA";"";"05/06/2022";"";"2503";"2181542"
"2022";"6";"ALEXANDRE SILVEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.589.016/0001-35";"GREENWICH EMPREENDIMENTOS LTDA";"";"09/06/2022";"";"6300";"2182323"
"2022";"6";"ALEXANDRE SILVEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"18.715.383/0001-40";"PREFEITURA DE BH";"";"02/06/2022";"";"489,31";"2181534"
"2022";"6";"ALEXANDRE SILVEIRA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"32.845.401/0001-39";"LOJA AZUL TELECOMUNICAÇÕES LTDA";"2022/38";"13/06/2022";"";"414";"2182122"
"2022";"6";"ALEXANDRE SILVEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"08.754.832/0001-05";"AeC CONSERVAÇÃO E LIMPEZA";"2022/168";"20/06/2022";"";"797";"2182337"
"2022";"6";"ALEXANDRE SILVEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"41.405.527/0001-83";"LIDER DRIVE";"80-5/12";"04/02/2022";"";"2580";"2182125"
"2022";"3";"ALVARO DIAS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"81.071.623/0008-23";"Deville Hoteis e Turismo LTDA";"235309";"07/03/2022";"";"661,05";"2175758"
"2022";"3";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"BLNISY";"28/02/2022";"Companhia Aérea: GOL, Localizador: BLNISY. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 1757 - CURITIBA - BRASÍLIA - 07/03/2022;";"2672,32";"2175763"
"2022";"3";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"HPZVTG";"08/03/2022";"Companhia Aérea: LATAM, Localizador: HPZVTG. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 3151 - BRASÍLIA - CURITIBA - 09/03/2022;";"1091,32";"2176110"
"2022";"3";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"LQWHDW";"23/03/2022";"Companhia Aérea: LATAM, Localizador: LQWHDW. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 3967 - BRASÍLIA - CUITIBA - 25/03/2022;";"1537,92";"2177579"
"2022";"4";"ALVARO DIAS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"81.071.623/0008-23";"Deville Hoteis e Turismo LTDA";"240160";"18/04/2022";"";"660,83";"2178876"
"2022";"4";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"FQFQNZ";"27/03/2022";"Companhia Aérea: LATAM, Localizador: FQFQNZ. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 3725 - CURITIBA - BRASÍLIA - 01/04/2022;";"855,56";"2177602"
"2022";"4";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"ACIEUX";"13/04/2022";"Companhia Aérea: LATAM, Localizador: ACIEUX. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 3725 - CURITIBA - BRASÍLIA - 25/04/2022;";"2834,47";"2178875"
"2022";"5";"ALVARO DIAS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"Ádria Viagens e Turismo";"595";"17/05/2022";"";"585,33";"2180339"
"2022";"5";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"VK316Q";"13/04/2022";"Companhia Aérea: AZUL, Localizador: VK316Q. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 2660 - CAMPINAS - PONTA GROSSA - 15/05/2022; ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 5093 - VITÓRIA - CAMPINAS - 15/05/2022;";"514,39";"2180656"
"2022";"5";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"JTHPTF";"13/04/2022";"Companhia Aérea: LATAM, Localizador: JTHPTF. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 3810 - BRASÍLIA - VITÓRIA - 14/05/2022;";"2224,32";"2180282"
"2022";"5";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"CTHVQX";"27/04/2022";"Companhia Aérea: GOL, Localizador: CTHVQX. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 1784 - BRASÍLIA - CURITIBA - 04/05/2022;";"1452,28";"2179774"
"2022";"5";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"VZKJID";"02/05/2022";"Companhia Aérea: LATAM, Localizador: VZKJID. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 3725 - CURITIBA - BRASÍLIA - 09/05/2022;";"1544,63";"2179775"
"2022";"5";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"CUIKBX";"12/05/2022";"Companhia Aérea: LATAM, Localizador: CUIKBX. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 3725 - CURITIBA - BRASÍLIA - 16/05/2022;";"1965,17";"2180288"
"2022";"5";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"YXJBDI";"17/05/2022";"Companhia Aérea: GOL, Localizador: YXJBDI. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 1756 - BRASÍLIA - CURITIBA - 19/05/2022;";"2008,95";"2180667"
"2022";"5";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"HNDLKX";"18/05/2022";"Companhia Aérea: LATAM, Localizador: HNDLKX. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 3725 - CURITIBA - BRASÍLIA - 23/05/2022;";"3755,17";"2180668"
"2022";"6";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"ZVDIXT";"31/05/2022";"Companhia Aérea: GOL, Localizador: ZVDIXT. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 1756 - BRASÍLIA - CURITIBA - 02/06/2022;";"1147,67";"2181732"
"2022";"6";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"JKWDHG";"02/06/2022";"Companhia Aérea: LATAM, Localizador: JKWDHG. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 3725 - CURITIBA - BRASÍLIA - 06/06/2022;";"1138,27";"2181734"
"2022";"6";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"EFAFHG";"07/06/2022";"Companhia Aérea: GOL, Localizador: EFAFHG. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 1756 - BRASÍLIA - CURITIBA - 09/06/2022;";"1327,62";"2182030"
"2022";"6";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"YRSKPR";"17/06/2022";"Companhia Aérea: LATAM, Localizador: YRSKPR. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 3725 - CURITIBA - BRASÍLIA - 20/06/2022;";"3621,89";"2182371"
"2022";"6";"ALVARO DIAS";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Ádria Viagens e Turismo";"GQHKSJ";"21/06/2022";"Companhia Aérea: GOL, Localizador: GQHKSJ. Passageiros: ALVARO FERNANDES DIAS (Matrícula 148055, PARLAMENTAR), Voo: 1756 - BRASÍLIA - CURITIBA - 23/06/2022;";"2634,11";"2182821"
"2022";"1";"ANGELO CORONEL";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"66.970.229/0263-95";"Claro S.A + Net";"0000913008";"22/01/2022";"Internet - Claro/NET";"197,59";"2174625"
"2022";"1";"ANGELO CORONEL";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.421.421/0009-79";"TIM S.A.";"4638417348";"14/01/2022";"Internet - TIM";"185,27";"2174626"
"2022";"1";"ANGELO CORONEL";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"30.727.829/0001-51";"BUNKER BRAIN AUDIOVISUAL EIRELI";"76";"25/01/2022";"Assessoria de comunicação";"12055,18";"2173273"
"2022";"1";"ANGELO CORONEL";"Divulgação da atividade parlamentar";"07.053.147/0001-99";"Velip - Tradeal Serviços em Tecnologia da Informação Ltda";"00016149";"22/01/2022";"Distribuição de conteúdo - divulgação da atividade parlamentar.";"10000";"2173251"
"2022";"1";"ANGELO CORONEL";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"35.184.919/0001-67";"JCAR Locadora de Automóveis Ltda";"202200000000003";"31/01/2022";"Locação de carro de apoio para a atividade parlamentar.";"9900";"2173983"
"2022";"2";"ANGELO CORONEL";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"66.970.229/0263-95";"Claro S.A + Net";"1068598";"23/02/2022";"Claro - Internet - Fevereiro";"197,59";"2175446"
"2022";"2";"ANGELO CORONEL";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"35.184.919/0001-67";"JCAR Locadora de Automóveis Ltda";"202200000000004";"01/03/2022";"Locacao de carro de apoio a atividade parlamentar.";"9900";"2175448"
"2022";"2";"ANGELO CORONEL";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.421.421/0009-79";"TIM S.A.";"4661040296";"14/02/2022";"TIM - Internet - Fevereiro";"185,27";"2175449"
